index,sentence1,sentence2,label
513,"When comparing Michele Granger and Brian Goodell, Brian has to be the clear winner. In 1976, while still a student at Mission Viejo High, Brian won two Olympic gold medals at Montreal, breaking his own world records in both the 400- and 1,500-meter freestyle events. He went on to win three gold medals in he 1979 Pan American Games.",Brian Goodell won three gold medals in the 1979 Pan American Games.,entailment
2454,"The 7-4 defeat by Long Beach State, pushed the Cardinal to the brink in the double-elimination format of NCAA regionals.","Stanford Cardinal were defeated by Long Beach State, 7-4.",entailment
1590,"The 26-member International Energy Agency said, Friday, that member countries would release oil to help relieve the U.S. fuel crisis caused by Hurricane Katrina.",Foreign oil reserves will be made available to the U.S. in the wake of Hurricane Katrina.,entailment
789,"Neil Armstrong was an aviator in the Navy and was chosen with the second group of astronauts in 1962. Made seven flights in the X-15 program (1960 photo), reaching an altitude of 207,500 feet. Was backup command pilot for Gemini 5, command pilot for Gemini 8, backup command pilot for Gemini 11, backup commander for Apollo 8, and commander for Apollo 11: successfully completing the first moonwalk.",Neil Armstrong was the first man who landed on the Moon.,entailment
1152,"The United States Department of Homeland Security has announced the awarding of a $3 million grant to Rutgers University to lead a consortium researching advanced information analysis and computational technologies to protect the United States. Under the agreement, Rutgers will also coordinate a team of four university-based centers at the University of Southern California, the University of Illinois at Urbana-Champaign and the University of Pittsburgh. Plans call for a total of $10.2 million in funding over three years for Rutgers and these institutions to advance efforts aimed at identifying common patterns from numerous sources of information.",Rutgers University will be awarded a $3 million grant.,entailment
2331,"France is the only country with two fully governmental elections. Parliamentary elections in France, when they create a new parliamentary majority, lead to a new government.",Parliamentary elections may lead to a new government in France.,entailment
2315,"Shares of O2 Plc, which this week agreed to be bought for 17.7 billion pounds ($31.3 billion) by Telefonica SA, fell after Deutsche Telekom AG said it won't make a counter offer.",Deutsche Telekom sold O2 Plc.,not_entailment
1203,"Local Law enforcement officials acting on behalf of the European Commission raided offices of Intel and several computer makers this morning, a spokesman for the EU said. He did not specify which countries or which other firms were involved. However, a spokesman for Intel Germany, Hans-Jürgen Werner, said that Intel's offices in Munich and Swindon were among those searched. It emerged on Wednesday 13th, that raids also took place at Intel's facility in County Kildare, Ireland in relation to the firms anti-competitive business practices. Intel employs over 5,000 people at its Irish manufacturing facility.",Intel Germany engaged Hans-Jürgen Werner as spokesman.,entailment
1086,"Shiite and Kurdish political leaders continued talks, on Monday, on forming a new government, saying they expected a full cabinet to be announced within a day or two.","US officials are concerned by the political vacuum and fear that it is feeding sectarian tensions, correspondents say.",not_entailment
860,"The third, and most remote possibility, was considered to be a so-called Jamaican coalition, again based on the party colours, between the Christian Democrats, the FDP and the Greens.",It seems unlikely that there will be a coalition between Gerhard Schroeder's Social Democrats and Angela Merkel's Christian Democratic Union.,not_entailment
1710,"Arabic, for example, is used densely across North Africa and from the Eastern Mediterranean to the Philippines, as the key language of the Arab world and the primary vehicle of Islam.",Arabic is the primary language of the Philippines.,not_entailment
982,"""Last Saturday I was thrilled to read about a school in Co Antrim which has introduced the study of philosophy for students of four years of age and upwards. According to both teachers and parents, the benefits are felt far beyond the classroom, """"not just in terms of increased confidence, motivation and ability, but in a heightened respect for the differing views of others"""". In 1999, I walked through the gates of Trinity College to enrol as an undergraduate in the philosophy department. I had just returned home from years living in another city; I was recently married, unemployed and had been diagnosed with a mental illness I didn't quite believe I had. I wasn't sure if I could cope.""",Trinity College was founded in 1999.,not_entailment
1034,"The Titanic sank in 1912 after striking an iceberg on its maiden voyage from Southampton, England, to New York.",The Titanic sank in 1912.,entailment
1369,"Foreign Ministers of the 16 NATO member countries met early this morning with their Russian counterpart, Yevgeny Primakov, in Berlin in a bid to improve NATO-Russia relations.",The NATO has 16 members.,entailment
68,Israeli Prime Minister Ariel Sharon has said that Mahmoud Abbas is a man that Israel can do business with.,"Palestinian leader, Mahmoud Abbas, may be someone Israel can talk with.",entailment
392,"The drug, along with aspirin and ibuprofen, is one of the most widely used pain relievers available without a doctor's note.",Aspirin is one of the most widely used pain relievers available without a doctor's note.,entailment
